cell_label,x,y,z,Drd1,Drd2,Tac1,Adora2a,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Agrp,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Irs1,Irs2,Mc4r,Npy1r,Npy2r,Npy5r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3,Plxnc1,Nrp2,brain_section_label
1.01715595610243e+18,7.11270424262944,8.08003358482489,9,6.36,0.079,9.88,0.341,1.341,0.514,0.1461,2.24,0.5674,0.145,1.166,2.375,0.5986,0,0.1705,0.0789,0.955,1.714,0,6.74,0,3.186,2.176,0.318,5.254,9.4,4.156,2.895,2.584,9.555,C57BL6J-638850.48
1.01715595610243e+18,7.11491818668006,7.9919858179959,9,5.67,0.0904,10.37,0.4724,1.195,0.8413,0,2.078,0.212,0.0674,1.182,2.303,0.4663,0,0.0626,0,0.8364,0.7925,0,7.992,0,3.643,2.01,0.1357,6.008,9.28,3.105,3.162,1.989,9.49,C57BL6J-638850.48
1.01715595610243e+18,7.12859434783714,8.03844131772627,9,6.348,0.03012,10.31,0.52,1.165,0.5435,0,2.998,0.2131,0,1.703,2.453,0.2474,0,0.2478,0,0.7544,1.187,0,8.57,0,3.12,2.645,0.2676,6.348,9.984,4.15,3.398,2.027,9.61,C57BL6J-638850.48
1.01715595610243e+18,7.10115795388543,7.89057460484792,9,6.31,0.03012,10.33,0.6045,1.212,0.5225,0,2.963,0.1902,0,1.787,2.193,0.277,0,0.2202,0,0.7227,1.029,0,8.62,0,2.934,2.373,0.2408,6.242,10.016,4.254,3.531,1.924,9.57,C57BL6J-638850.48
1.01715595610243e+18,7.11697780539017,7.93955404111053,9,6.28,0,10.336,0.425,1.199,0.4546,0,2.713,0.2181,0,1.812,2.459,0.2817,0,0.2478,0,0.709,1.165,0,8.516,0,3.03,2.693,0.2954,6.145,9.93,4.01,3.535,1.917,9.6,C57BL6J-638850.48
1.01715595610243e+18,7.10380234468778,7.97541805135305,9,5.875,0,10.48,0.4062,1.266,0.7188,0,2.89,0.4539,0,1.481,2.21,0.4111,0,0.308,0,0.7705,1.111,0,7.965,0,3.824,2.28,0.2725,5.84,9.555,3.367,3.055,1.612,9.53,C57BL6J-638850.48
1.01715595620243e+18,7.11897013589826,8.02477032012991,9,6.293,0,10.34,0.509,1.264,0.538,0,2.758,0.2983,0,1.541,2.398,0.25,0,0.2478,0,0.691,1.271,0,8.51,0,3.09,2.418,0.2944,6.312,10.016,3.95,3.174,1.853,9.59,C57BL6J-638850.48
1.01715595620244e+18,7.11072498693404,7.86874478199064,9,6.188,0.1205,10.32,0.691,1.358,0.787,0,3.121,0.2223,0.09973,1.782,2.244,0.3735,0,0.2554,0,0.7354,0.64,0,8.555,0,3.37,2.328,0.1348,6.793,9.695,4.1,3.33,1.786,9.555,C57BL6J-638850.48
1.01715595610243e+18,7.11358618093397,8.0962054052115,9,6.465,0.2108,9.734,0.3237,3.49,0.6016,0.1779,2.111,0.6143,0.2617,1.113,3.434,0.7725,0,0.10846,0.05637,1.086,1.968,0,6.39,1.308,3.225,2.832,0.393,5.45,9.39,4.31,2.098,3.254,8.97,C57BL6J-638850.48
1.01715595610243e+18,7.11000766093354,7.91078504806119,9,6.484,0.06024,10.33,0.5693,1.275,0.5767,0,3.121,0.1621,0.097,1.857,2.38,0.1721,0,0.2202,0,0.746,1.031,0,8.61,0,3.129,2.117,0.2408,6.438,10.01,4.184,2.86,2.053,9.53,C57BL6J-638850.48
1.01715595610243e+18,7.10351418957069,7.94205640264085,9,6.12,0,10.26,0.3733,1.301,0.4016,0.02922,2.262,0.3098,0.0854,1.463,2.377,0.4043,0,0.1652,0,0.739,1.4795,0,8.03,0.0324,2.953,2.477,0.3718,5.793,9.87,3.6,3.143,2.168,9.48,C57BL6J-638850.48
1.01715595610243e+18,7.10782685558207,7.90396932097509,9,6.31,0.0904,10.29,0.7295,1.023,0.851,0,3.367,0.1616,0.097,1.108,2.875,0.2223,0,0.1652,0,0.9165,0.6353,0,8.75,0,3.514,2.049,0.08026,6.594,9.945,4.184,3.674,2.08,9.38,C57BL6J-638850.48
1.01715595610243e+18,7.15172117984103,7.8981672139446,9,5.76,0.06024,10.36,0.4011,1.471,0.7036,0,2.496,0.2546,0.1698,1.535,2.08,0.395,0,0.2429,0,0.7397,0.698,0,7.875,0,3.729,2.389,0.1348,6.543,9.41,3.37,3.49,1.652,9.55,C57BL6J-638850.48
1.01715595610243e+18,7.09857713425309,7.95012607100113,9,6.05,0,10.27,0.3167,1.833,0.4302,0.02922,2.182,0.369,0.1142,1.326,3.514,0.4944,0,0.1377,0,0.8286,1.465,0,7.953,0.209,3.062,2.068,0.3728,5.8,9.75,3.398,1.997,2.166,9.31,C57BL6J-638850.48
1.01715595610243e+18,7.13384849087104,7.9377919607301,9,5.41,0,10.4,0.252,1.354,0.648,0,1.543,0.2361,0.1052,1.294,2.4,0.4094,0,0.1879,0,0.739,1.016,0,7.637,0,3.758,2.402,0.2428,5.945,9.24,2.662,3.322,1.868,9.57,C57BL6J-638850.48
1.01715595620243e+18,7.12369348180163,8.01426382471746,9,6.44,0.06024,10.305,0.6304,1.326,0.528,0,3.127,0.1082,0.097,1.795,2.36,0.169,0,0.2202,0,0.807,0.8984,0,8.64,0,2.992,2.6,0.2141,6.29,10.01,4.258,3.693,2.033,9.59,C57BL6J-638850.48
1.01715595620243e+18,7.15273524667252,7.95258348199607,9,6.086,0,10.42,0.4011,1.38,0.4285,0,2.303,0.368,0.0864,1.602,2.535,0.4304,0,0.1652,0,0.757,1.494,0,8.21,0,2.945,2.166,0.3489,5.863,10.016,3.557,2.785,2.031,9.54,C57BL6J-638850.48
1.01715595610079e+18,7.29872589425516,8.11660962141992,9.2,6.285,0.03012,10.38,0.605,1.2295,0.6055,0,2.959,0.2206,0,1.754,2.428,0.3088,0,0.2478,0,0.693,0.9023,0,8.625,0,3.059,2.498,0.2151,6.273,9.875,4.13,3.543,1.77,9.59,C57BL6J-638850.49
1.01715595610079e+18,7.20381106815131,8.16879661412231,9.2,6.22,0,10.39,0.4531,1.313,0.4756,0,2.754,0.3545,0,1.597,2.295,0.2815,0,0.2478,0,0.711,1.361,0,8.445,0,3.111,2.324,0.2954,6.17,10,3.904,2.977,1.933,9.59,C57BL6J-638850.49
1.01715595610097e+18,6.73581319314733,8.19220333477771,9.2,5.047,0.03146,10.26,0.1996,2.285,0.73,0,1.323,0.6777,0.3472,1.456,4.5,0.7603,0,0.05505,0,0.9194,1.973,0,7.66,0.451,3.623,2.05,0.2764,5.09,9.37,1.763,2.25,2.994,9.68,C57BL6J-638850.49
1.01715595610097e+18,6.75004635914016,8.15535243986974,9.2,5.992,0.03146,10.266,0.3445,3.043,0.5376,0.02922,2.111,0.4795,0.2025,1.355,4.152,0.518,0,0.1101,0,0.885,1.783,0,7.953,0.925,3.055,2.39,0.3774,5.496,9.94,3.336,2.113,2.404,9.33,C57BL6J-638850.49
1.01715595610079e+18,7.25122469896538,8.15783246307761,9.2,6.164,0,10.46,0.4539,1.223,0.5396,0,3.334,0.2458,0,1.6455,3.098,0.2678,0,0.358,0,0.7373,1.072,0,8.64,0,3.398,2.162,0.2983,5.914,10.02,4.125,3.607,1.931,9.516,C57BL6J-638850.49
1.01715595610079e+18,7.30903621961052,8.1590627780122,9.2,6.375,0,10.34,0.6304,1.212,0.6016,0,3.031,0.2417,0,1.687,2.193,0.2174,0,0.2754,0,0.755,1.052,0,8.625,0,3.133,2.373,0.2141,6.28,10.02,4.17,3.531,1.831,9.57,C57BL6J-638850.49
1.01715595620079e+18,7.30956299569113,8.04421972158202,9.2,0.8745,0.04218,0.827,0.0895,1.388,1.855,0.5176,0.68,7.21,0.3643,1.064,2.533,0.0574,0.3967,0.572,0.09393,1.585,4.305,1.162,0.3865,0,0.5103,2.117,0.2502,1.074,0.3655,7.652,2.963,5.38,9.516,C57BL6J-638850.49
1.01715595620079e+18,7.23756735580833,8.20163917926752,9.2,6.332,0,10.34,0.505,1.173,0.533,0,2.965,0.2957,0,1.698,2.531,0.191,0,0.3027,0,0.677,1.18,0,8.58,0,3.299,2.58,0.2408,6.254,10.016,4.074,3.434,1.961,9.586,C57BL6J-638850.49
1.01715595610079e+18,7.21590546472895,8.18967317732084,9.2,6.37,0.06024,10.34,0.602,1.196,0.688,0,3.293,0.3208,0.03232,1.7,2.285,0.2712,0,0.2754,0,0.7974,1.072,0,8.664,0,3.443,2.232,0.1873,6.387,9.99,4.152,3.19,1.912,9.57,C57BL6J-638850.49
1.01715595610079e+18,7.2130065338139,8.10481661423493,9.2,6.293,0,10.375,0.4534,1.027,0.573,0,3.068,0.351,0,1.273,2.756,0.2473,0,0.3027,0,0.789,1.138,0,8.59,0,3.445,2.396,0.2428,6.195,9.914,3.953,3.455,1.909,9.52,C57BL6J-638850.49
