cell_label,x,y,z,brain_section_label,Drd1,Drd2,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Mc4r,Npy1r,Npy2r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3
5.18002199544171e+37,3.51553148932014,6.33169487301696,4.54189181740724,-2.025,0.30485457,2.6807215,0.30485457,4.643856,1.1219906,0,0,0,0,0.77051824,0,0,0,0,0,0,0.5563934,0.77051824,0,0.30485457,2.9678197,0.30485457
6.72934493865865e+36,3.56779965156766,6.25913282573023,4.54189181740724,-2.025,0,2.4356005,0,4.925966,1.3044904,0,0,0,0,0,0,0,0,0.794921,0.794921,0,0,0.794921,0.794921,0,3.2956917,0.794921
8.13746402148312e+37,3.57461644296895,6.32212533096529,4.54189181740724,-2.025,0,2.350079,0,5.0189013,1.0176587,0,0,0.42389384,0,0,0,0,0,0,0,0,0.42389384,0,0,0,2.531471,0
8.39524030005967e+37,3.49429316106054,6.32664459382071,4.54189181740724,-2.025,0.31547153,2.8787012,0,4.7759557,1.5633273,0.31547153,0,0,0,0,0.31547153,0,0,0,0.31547153,0,0.7934839,0.5741855,0.31547153,0,1.4387869,0.31547153
1.57248916542782e+38,3.32886273360866,6.35126989130602,4.54189181740724,-2.025,0,2.5127866,0.3720615,4.7170606,1.3050975,0.3720615,0,1.8670295,0,0.3720615,0,0,0.3720615,0,0,0,0.6675758,0.3720615,0,0.6675758,2.2704127,0.3720615
1.68009414551979e+38,3.24202577603401,6.28829622408984,4.54189181740724,-2.025,0,2.543427,0.40270194,5.366241,0,0.40270194,0,0.40270194,0,0,0,0,0,0,0.40270194,0,0.40270194,1.5518303,0,0.7171777,0,0
1.80582227705602e+38,3.40661841490897,6.39466161252325,4.54189181740724,-2.025,0,2.7185085,0,5.1917214,1.121109,0,0,0.3715982,0,0,0,0,0,0,0.3715982,0,0,0.66682076,0,1.121109,1.6118792,1.121109
1.87110308408382e+38,3.34717629461138,6.26972106951815,4.54189181740724,-2.025,0,1.988374,0,4.726528,1.895524,0,0,0.800723,0,0.318837,0.800723,0,0,0,0.318837,0,0,0.800723,0,0.318837,1.5746329,1.4495732
1.87681999231822e+38,3.29664470453019,6.21914617430496,4.54189181740724,-2.025,0.61410886,2.5299485,0,4.38529,1.0435016,0.33948645,0,0.61410886,0,0.33948645,0.33948645,0,0,0,0.61410886,0,0.61410886,0.61410886,0,0.61410886,2.3909147,0
2.02117127004983e+38,3.24164039888718,6.28829534972582,4.54189181740724,-2.025,0,1.8776404,0,5.1221566,0.70429605,0.3947059,0.21080947,0.70429605,0,0,0,0,0,0,0,0,0.21080947,1.0713245,0,0.5577895,0.3947059,0
2.27238159721572e+37,3.34290294421015,6.31528513860054,4.54189181740724,-2.025,0,2.3510878,0,4.745185,1.1417575,0,0,1.1417575,0,0.31185102,0,0,0.31185102,0,0,0,0,0,0.31185102,0.31185102,1.4271208,0.56812805
2.46331902935115e+38,3.30776997356962,6.349996560799,4.54189181740724,-2.025,0,2.4150374,0,4.798742,0.8744691,0,0,0.7369656,0,0.22239242,0,0,0,0,0.22239242,0,0.7369656,0.22239242,0,0,2.1154773,0.22239242
2.81150422386842e+38,3.3574248676931,6.23691086395329,4.54189181740724,-2.025,0,2.6598544,0.4379161,4.64031,0.91580045,0.2355103,0,0,0,0.4379161,0,0,0,0,0.2355103,0,0.4379161,0.2355103,0,0.2355103,2.344383,0.4379161
3.33798606879922e+38,3.35224142129415,6.40483530485154,4.54189181740724,-2.025,0,0.9796322,0,5.9596224,0,0,0,0.40488955,0,0.40488955,0,0,0,0,0,0,0,0.9796322,0,0.40488955,1.3895324,0
3.55170003701265e+37,3.29287665120201,6.25264162566877,4.54189181740724,-2.025,0.6759976,2.3740401,1.1344854,4.424335,1.3186078,0.20091271,0,0.80498403,0,0.20091271,0,0,0.20091271,0,0,0,0.37723547,0.53433645,0,0.53433645,1.9958483,0.37723547
6.05483307178159e+37,3.39586627756779,6.25902578682123,4.54189181740724,-2.025,0,2.8040307,0,3.586207,0.96895504,0,0,0.30959016,0,0.30959016,0,0,0,0,0.56434023,0.30959016,0,0.7807861,0,0,2.9893773,0.30959016
6.43680006752902e+37,3.32649543579291,6.28390968690782,4.54189181740724,-2.025,0,2.7918856,0,4.577978,0.49430746,0,0,0.26822144,0,0.49430746,0,0,0,0.26822144,0.6897166,0,0.26822144,0.26822144,0,0,2.7486806,0.26822144
8.60832664116998e+37,3.36236642888208,6.28734378517879,4.54189181740724,-2.025,0,2.5692415,0,4.125148,0.7916951,0.24217786,0,0.44948596,0,0,0,0,0,0,0.7916951,0,0.6307134,0.24217786,0,0.44948596,2.3795838,0.6307134
